EAR,MAR,Label
0.18030080178027824,0.35388421187031266,1
0.24473685491095037,0.3478378036012957,1
0.2555721718609141,0.362758663643732,1
0.2529394048552541,0.35830728438380377,1
0.2644855178879971,0.35421296672183544,1
0.26475064508314644,0.3589629910208714,1
0.23761558168567595,0.3573568188221345,1
0.2556772081507553,0.3172701718474972,1
0.26963618793382216,0.288751572429901,1
0.23881482592764536,0.2693767095338996,1
0.26010052293576835,0.2606859575906851,1
0.2535367970883345,0.23857896653150568,1
0.2603159716875883,0.254305045002118,1
0.22713714753387232,0.23867679255786028,1
0.25804013959514893,0.23432597193016919,1
0.26361131074152677,0.24008807510324695,1
0.21240842594067982,0.24577984593251012,1
0.17448044839802151,0.25732677938646115,1
0.18111094013661344,0.24332030369237762,1
0.23437648436164327,0.24021465496005434,1
0.1568186858192117,0.23850979043859047,1
0.16262430579819542,0.2323867418687957,1
0.17462741454616357,0.2430997257925565,1
0.20249227362371114,0.23585687038617972,1
0.23168267114153346,0.23920185194893925,1
0.21729009354990236,0.24974082771212008,1
0.2538954828132326,0.23517650796911568,1
0.24722871708170482,0.2537187282934371,1
0.27606278037473203,0.24482500832754342,1
0.2553897149161844,0.24214019635738682,1
0.2725910907522969,0.23908203897732763,1
0.2541216860983496,0.24023539599873422,1
0.24611973947577442,0.23562724407000582,1
0.2682589344750107,0.24021722776402668,1
0.22842688133355965,0.2436424194997459,1
0.2253437718849371,0.23759997524927082,1
0.24346843515798863,0.2436424194997459,1
0.16737766943683985,0.2510523719307978,1
0.2503250440822402,0.26292844395450415,1
0.2901023214089334,0.27194640608235104,1
0.2553202503194964,0.2676302845047301,1
0.21584878652073014,0.2728891184292334,1
0.25748174728595247,0.2774500796089102,1
0.25008031260289765,0.2767632424380564,1
0.25977316777061144,0.28269780544949036,1
0.25763730960104025,0.28945029029157565,1
0.26995581169592364,0.3335610972420606,1
0.23714047684193734,0.36336826041446824,1
0.22268993970094247,0.3672463898796332,1
0.234791632339652,0.391474956479126,1
0.2323718690036019,0.432904429590319,1
0.18440934899815237,0.434270710795972,1
0.17105495059621934,0.45973229304957536,1
0.175624787982553,0.49008496165094884,1
0.19633471934324725,0.5081230226362478,1
0.1795031341712956,0.5049370407347752,1
0.2092834416462802,0.5153642468648424,1
0.1997658813156137,0.5230469617964595,1
0.22460584042724674,0.557191618579665,1
0.20739937460816574,0.5620237840588369,1
0.18146119826610274,0.5726317307450678,1
0.22462605914248213,0.5909768397013561,1
0.188054539273038,0.5921352005337216,1
0.18004812513958085,0.5918217401694112,1
0.18324832019633883,0.5934514252555058,1
0.24792513667264443,0.619333425530562,1
0.20167423049066968,0.6163189121383752,1
0.1811367127255249,0.6218243512361291,1
0.18148260949378228,0.630455193730873,1
0.25080062618619714,0.6363472318636652,1
0.19749674613746013,0.6594197928859568,1
0.23818773297746992,0.6607089163444281,1
0.18984675240265142,0.6648411019199727,1
0.18335589056241436,0.6707107045846465,1
0.178399549096745,0.67932613538737,1
0.2034289285567064,0.6744678516268995,1
0.18112467515208133,0.6963895209220878,1
0.19270624326471084,0.6616512370503969,1
0.20920692753719655,0.6657453244946272,1
0.20338539549908197,0.6616750485644132,1
0.1889131601823976,0.6717331649674544,1
0.16512078446828723,0.6575433338361195,1
0.13452149495737306,0.6561319918906316,1
0.1397316873211255,0.6671511680403848,1
0.14912973812457733,0.6667692405998745,1
0.12020937702726703,0.6520684570450703,1
0.1115918409266502,0.671650029479648,1
0.1292327227628379,0.6859165720216751,1
0.1445861006416046,0.6664219971788928,1
0.13531186306100895,0.67482353503833,1
0.132636012314986,0.6961263283343543,1
0.15680376417411385,0.6987266206460511,1
0.15495374884831453,0.6998471537131328,1
0.14456218302394325,0.6998471537131328,1
0.15046470767480818,0.7243603086421948,1
0.15680376417411385,0.7050633318650457,1
0.1642133068565491,0.7144235185365937,1
0.16941117342815215,0.7008226554999036,1
0.17241148182739655,0.7144235185365937,1
0.19439889457642545,0.7112000842390096,1
0.22853332409510876,0.7247201395922732,1
0.2166047972853417,0.7012880216427493,1
0.2443929287268788,0.7008226554999036,1
0.24786765280270545,0.6907425856387381,1
0.22927188491106018,0.7002060885713436,1
0.24511929626121892,0.6899359963590034,1
0.23173772067227924,0.6412898385918488,1
0.24752067976394512,0.6172839948274396,1
0.24147839838016733,0.5687804054315011,1
0.24909218336030856,0.5325685731139677,1
0.22975384031212165,0.46267151500657105,1
0.22876879355899488,0.4662497662686131,1
0.25243931084484766,0.4407236363623886,1
0.22188513347598135,0.4366083153895126,1
0.22011784649635568,0.41546739176651687,1
0.20868002914307188,0.41630401394683497,1
0.1987026007114085,0.40702928151168993,1
0.23566928311040725,0.40134412190014723,1
0.20721574649241536,0.5007196003720674,1
0.19367567817252107,0.5068690157629367,1
0.1983603040232968,0.495306197669829,1
0.2147796741946088,0.43121905224529883,1
0.18957098328322103,0.4133248138356256,1
0.17573786757905996,0.3826947927050128,1
0.1474921565808147,0.368011915632278,1
0.1678209155315492,0.36315787086042634,1
0.1814673304831425,0.3687053461293959,1
0.167845570613684,0.3528679060977391,1
0.1369982905836966,0.37743013383919016,1
0.1451128938567609,0.3580372672321096,1
0.16713476518912698,0.3667797085833813,1
0.1547267917489138,0.37210828825122594,1
0.16508098518581582,0.3573871395060889,1
0.13728411373945015,0.3663240591395738,1
0.14990882459736554,0.3538736411931387,1
0.1412957009986136,0.3569737896387676,1
0.15472246845820672,0.3537312515144773,1
0.13236391978813875,0.3580372672321096,1
0.14032914363954563,0.3437970666704837,1
0.15058953923633872,0.3259768485362755,1
0.2330222191117808,0.32107855613697245,1
0.2318330428324772,0.2920092799709449,1
0.21267505391550925,0.27965419650297096,1
0.2107682291344412,0.2627485851145334,1
0.17207153495361555,0.26545433136633323,1
0.16811713670735412,0.2605604822839243,1
0.20198392338873,0.24794353201231073,1
0.16444851564264878,0.237301951428484,1
0.15804215674867184,0.2527830522935526,1
0.1551434614379522,0.2521829909067867,1
0.1630217145353573,0.24992411226093655,1
0.1668750478154548,0.23821027001419143,1
0.17496798765863172,0.24332030369237762,1
0.15490633152389557,0.25127589812129575,1
0.15726977575632756,0.23688595900674828,1
0.122207556795211,0.25668709513564836,1
0.1445753628326519,0.24656545843918357,1
0.13029825227796957,0.24079396326428001,1
0.13301974149834736,0.24090154248069348,1
0.14006691379678582,0.2450896091267583,1
0.1252879296253443,0.2426982835064231,1
0.1350447676278472,0.24477449222760797,1
0.13952929443764836,0.25731559106171115,1
0.17102918879563012,0.25830629615181183,1
0.16190710763022365,0.2570026041108246,1
0.12716017191194687,0.25731559106171115,1
0.15492914463834062,0.2517482397405813,1
0.16437944093391305,0.25570874395713816,1
0.13789917185608563,0.2566607773388883,1
0.15395135934482182,0.2467647420680968,1
0.14382021177957044,0.24170525876825583,1
0.17988207837702347,0.2564161449961021,1
0.14930325917055026,0.2521476685659376,1
0.14198800108451162,0.24147190961356296,1
0.199712149299573,0.23526116536067385,1
0.17119005697208534,0.25731559106171115,1
0.2316246389676498,0.23682100720237792,1
0.1946382128021013,0.24543437535391754,1
0.1892748469319887,0.24239986757399787,1
0.23341028132134134,0.2422879885180601,1
0.2437126301239071,0.24145032293768515,1
0.2218662815865644,0.25142136077637317,1
0.25207459856369,0.2547938272815876,1
0.270088904769239,0.23523589377798898,1
0.23772794983069995,0.22913602865566823,1
0.22536980022492908,0.2574619973493596,1
0.24458101276878597,0.25390680132887294,1
0.23752630682992104,0.24516435941803152,1
0.22890092551509317,0.24861014760073655,1
0.2083111479677176,0.24669275636063143,1
0.24480045269680553,0.2525971600257111,1
0.22914389518084838,0.2380869963193682,1
0.24987893722358867,0.2577058331292185,1
0.23507822787800628,0.2620036704217635,1
0.22623865492893983,0.30960297052874186,1
0.2520910205638033,0.41438215555268537,1
0.2720811557942661,0.41892965838818186,1
0.2543558885791076,0.4534097824458569,1
0.28012356453914344,0.482611478837363,1
0.2258289283854364,0.532730665036684,1
0.15738945394919063,0.5741283526615265,1
0.13166000251740095,0.6520248430440694,1
0.13055350802262716,0.6815776149258717,1
0.13551690839757186,0.7161496167616211,1
0.1362918425719647,0.759300662981346,1
0.13971782874086275,0.8188797289963706,1
0.2156812949102972,0.7722803417139663,1
0.14847042945153105,0.813553020039204,1
0.19741352724381844,0.8431979582810343,1
0.17110985497273518,0.877645842704677,1
0.12981528341952836,0.9104504675132323,1
0.1501631771091569,0.911766185369245,1
0.129638196948403,0.8986511053184589,1
0.1354403657363949,0.9267817454635069,1
0.11296709207893052,0.9544759829139456,1
0.17561016840019972,0.9747139018099056,1
0.13445202182804122,0.9119032511522195,1
0.1669979789566814,0.9019429678293754,1
0.14882647971063923,0.9345470387312791,1
0.15906339005547787,0.9104272567046378,1
0.18900455416455392,0.9344248888051513,1
0.16183905837126017,0.9293518063574828,1
0.1615975066207115,0.9147483549364008,1
0.1307571857463981,0.9240665840566481,1
0.11566680822726857,0.9143188577517037,1
0.13460597750862086,0.9235372068773665,1
0.1342774378181912,0.9322447151720546,1
0.12750077788141426,0.8985750009958409,1
0.13311330779093533,0.8727223129205379,1
0.11114542234313285,0.888076648057026,1
0.12598546123310797,0.9021732362634267,1
0.1377497764641524,0.8886591107570155,1
0.3574089271624229,0.8760082920833068,1
0.18691135498259298,0.9290596543033781,1
0.24909943191805678,0.9020473780993163,1
0.28135591252488573,0.9061590604257077,1
0.20585283350008382,0.9455684994430935,1
0.378572458477621,0.8775298982945413,1
0.1440610696616678,0.8428122263859943,1
0.39274244356126753,0.8362361188793088,1
0.2826716566280645,0.8021344750040209,1
0.12995516732088302,0.7840974595328561,1
0.3697168865375596,0.8281847082114921,1
0.3279287129981454,0.7754835382700492,1
0.14118614655955525,0.8380001729753146,1
0.3752109795339058,0.7731326968264879,1
0.18898446645642802,0.817756796974089,1
0.11962625911295827,0.795636952561255,1
0.12543574899475018,0.8093652407973144,1
0.12478283681694177,0.8538155157050535,1
0.11936390079970766,0.7938136323425263,1
0.09635490921605315,0.7830480672143947,1
0.10622461780302558,0.8060167176820869,1
0.10814444725423292,0.7598363840088997,1
0.11757638663761112,0.7754094274532914,1
0.11560725270453238,0.7808445217154005,1
0.13403060704075453,0.7785742665977798,1
0.171928756823768,0.7690953333392796,1
0.11050809808906892,0.7132096235431388,1
0.1289905916190816,0.713162721729869,1
0.13386529898596547,0.6850144837346857,1
0.1258272750360392,0.680012758882755,1
0.1261338775962606,0.6433886757435328,1
0.126621947570637,0.6155547379760784,1
0.11865884977125277,0.6251029187529636,1
0.09356469984143723,0.6118654691841879,1
0.13062350971871556,0.5982742371885584,1
0.12540101301689321,0.6009885275085701,1
0.14448435467253917,0.5801221920047241,1
0.1224324541521806,0.5571903714899765,1
0.13511018441880165,0.5480079991093922,1
0.13795218723912542,0.5298646632885408,1
0.1309047331855056,0.5208436503478391,1
0.13115921852526885,0.5117791644251851,1
0.1356337571013168,0.4980436244553522,1
0.1425070157615063,0.49589170852109304,1
0.15226387401253333,0.4933410048283329,1
0.13308591551508353,0.49106581230569346,1
0.14679845800477953,0.4777924511581336,1
0.21100556693975053,0.44896582483970743,1
0.20427989041112568,0.44373663742987585,1
0.19468155100610296,0.4501999350143089,1
0.1971300694052138,0.4359088229744558,1
0.18600441866170558,0.4418373615625221,1
0.18064291321321108,0.4451235373650922,1
0.1688382566070713,0.4398757339850012,1
0.17488968943396876,0.4417306931322791,1
0.17492337976496058,0.4443157396410163,1
0.18765327209212324,0.4301934577795868,1
0.17670779718850632,0.4373352279641006,1
0.17694993258990696,0.44035212021695297,1
0.18309104782322239,0.4365382502688269,1
